Wavenumber,Polystyrene_01,Polystyrene_02,Polystyrene_03,Polystyrene_04,Polystyrene_05,Polystyrene_06,Polystyrene_07,Polystyrene_08,Polystyrene_09,Polystyrene_10,Polystyrene_11,Polystyrene_12,Polystyrene_13,Polystyrene_14,Polystyrene_15,Polystyrene_16,Polystyrene_17,Polystyrene_18,Polystyrene_19,Polystyrene_20,PMMA_01,PMMA_02,PMMA_03,PMMA_04,PMMA_05,PMMA_06,PMMA_07,PMMA_08,PMMA_09,PMMA_10,PMMA_11,PMMA_12,PMMA_13,PMMA_14,PMMA_15,PMMA_16,PMMA_17,PMMA_18,PMMA_19,PMMA_20,Polyethylene_01,Polyethylene_02,Polyethylene_03,Polyethylene_04,Polyethylene_05,Polyethylene_06,Polyethylene_07,Polyethylene_08,Polyethylene_09,Polyethylene_10,Polyethylene_11,Polyethylene_12,Polyethylene_13,Polyethylene_14,Polyethylene_15,Polyethylene_16,Polyethylene_17,Polyethylene_18,Polyethylene_19,Polyethylene_20
859.322034,0.007420,0.000000,0.000000,0.000000,0.026170,0.000000,0.000000,0.033387,0.023035,0.034204,0.000000,0.000000,0.015695,0.000000,0.032717,0.000000,0.000000,0.013111,0.012401,0.002891,0.043715,0.012902,0.000000,0.003876,0.048157,0.012342,0.007972,0.017153,0.008043,0.000000,0.000000,0.009345,0.004854,0.005518,0.000000,0.012836,0.000000,0.001790,0.000000,0.026941,0.012370,0.013102,0.000000,0.015828,0.009931,0.017824,0.000000,0.000000,0.025649,0.018898,0.000000,0.009300,0.004567,0.000000,0.000000,0.026635,0.046913,0.020687,0.007670,0.043528
864.252696,0.000000,0.002302,0.000000,0.000000,0.002714,0.007652,0.000000,0.000000,0.024571,0.033893,0.000000,0.000000,0.026914,0.000248,0.010213,0.000000,0.000000,0.016719,0.015482,0.033739,0.006522,0.000651,0.003643,0.000000,0.015205,0.025103,0.005112,0.021013,0.027850,0.000000,0.034259,0.012879,0.000000,0.007727,0.006268,0.052856,0.000000,0.027305,0.000489,0.024529,0.000000,0.034285,0.029280,0.013280,0.019308,0.000000,0.000000,0.026479,0.022170,0.014433,0.009315,0.000000,0.008069,0.000000,0.000000,0.012640,0.000000,0.000000,0.024158,0.005191
869.183359,0.014538,0.000000,0.032406,0.000000,0.000000,0.000000,0.002804,0.000000,0.004170,0.000000,0.031468,0.000000,0.000000,0.000000,0.014084,0.016661,0.018810,0.010737,0.020212,0.018877,0.000000,0.016286,0.022968,0.000000,0.005625,0.020666,0.007623,0.034910,0.000000,0.000020,0.031548,0.028367,0.012071,0.000126,0.020803,0.007189,0.000000,0.006838,0.000512,0.000000,0.000614,0.013425,0.000000,0.019371,0.023197,0.007951,0.032152,0.005412,0.008935,0.000000,0.000000,0.000000,0.000000,0.014639,0.014620,0.014880,0.010755,0.021763,0.015256,0.000000
874.114022,0.000000,0.000000,0.012034,0.013574,0.000000,0.012562,0.001145,0.016120,0.008691,0.059037,0.015951,0.013168,0.000000,0.004696,0.036027,0.020060,0.019151,0.014804,0.000000,0.000000,0.000000,0.000000,0.017277,0.004712,0.007372,0.039029,0.000027,0.000000,0.000000,0.021751,0.009898,0.012212,0.005648,0.000000,0.040024,0.028146,0.040131,0.038878,0.000000,0.024710,0.000000,0.018666,0.001830,0.022124,0.007420,0.000000,0.000000,0.007913,0.035915,0.019240,0.011253,0.016306,0.000000,0.024496,0.000000,0.019995,0.011560,0.030657,0.006173,0.017094
879.044684,0.004038,0.000000,0.035223,0.000000,0.000000,0.007381,0.001463,0.002058,0.000000,0.000000,0.019760,0.011562,0.066819,0.000000,0.000000,0.018090,0.007579,0.000000,0.000000,0.000000,0.010697,0.013672,0.013893,0.001808,0.020499,0.031442,0.000000,0.000000,0.021720,0.017198,0.004062,0.059324,0.000000,0.014953,0.038789,0.022807,0.034183,0.012973,0.000000,0.013077,0.052189,0.008752,0.024122,0.042116,0.024650,0.011400,0.000000,0.017792,0.000000,0.000000,0.013251,0.007371,0.014622,0.029337,0.000000,0.041355,0.014442,0.008364,0.000000,0.025293
883.975347,0.000000,0.000000,0.017497,0.030706,0.009837,0.000000,0.015815,0.022183,0.000000,0.006375,0.001669,0.007052,0.008353,0.001207,0.004910,0.000000,0.047631,0.006905,0.000000,0.015517,0.016699,0.011457,0.010211,0.027619,0.023440,0.017263,0.022613,0.009097,0.001044,0.012286,0.012130,0.002902,0.000000,0.000000,0.002689,0.031479,0.012489,0.023828,0.000000,0.013489,0.007273,0.000000,0.000000,0.003034,0.027138,0.013021,0.010958,0.002203,0.022539,0.023225,0.000000,0.005747,0.013805,0.000000,0.000000,0.000000,0.010861,0.021376,0.000180,0.040805
888.906009,0.000000,0.000000,0.030111,0.009982,0.007353,0.001997,0.000000,0.007053,0.036887,0.000000,0.004016,0.025745,0.004223,0.020191,0.000000,0.000000,0.012084,0.000000,0.000000,0.000000,0.003327,0.000000,0.028654,0.013564,0.000000,0.023441,0.000000,0.011391,0.029302,0.029053,0.022043,0.020311,0.026264,0.016403,0.003067,0.038957,0.000000,0.001144,0.030842,0.000000,0.009694,0.030507,0.052314,0.013891,0.002307,0.000000,0.038240,0.021245,0.000000,0.008716,0.017845,0.000000,0.029937,0.010568,0.022162,0.001775,0.020368,0.007883,0.000000,0.015857
893.836672,0.031142,0.000000,0.000000,0.000794,0.031854,0.003107,0.000000,0.000899,0.000000,0.012891,0.019195,0.000000,0.012249,0.016824,0.009912,0.000000,0.016231,0.003902,0.008172,0.000000,0.024031,0.016557,0.035189,0.025816,0.012109,0.000000,0.008265,0.000000,0.000000,0.039304,0.000000,0.000000,0.000000,0.000000,0.000279,0.018477,0.000000,0.002161,0.044030,0.000000,0.014674,0.008402,0.000000,0.034569,0.039881,0.008118,0.000000,0.000000,0.000000,0.000000,0.000000,0.004023,0.023533,0.000000,0.011568,0.021752,0.000000,0.001502,0.004951,0.022164
898.767334,0.000000,0.006413,0.016556,0.000000,0.000346,0.000000,0.000000,0.048230,0.000000,0.000000,0.002359,0.000000,0.026891,0.007571,0.024055,0.000000,0.000875,0.017093,0.015975,0.000000,0.000000,0.006932,0.003889,0.036409,0.020310,0.000748,0.030143,0.013475,0.019267,0.000000,0.000000,0.000000,0.000000,0.011738,0.012709,0.000000,0.000882,0.020130,0.014935,0.004188,0.009323,0.022363,0.000000,0.004105,0.032241,0.005540,0.013545,0.000000,0.021691,0.000000,0.009320,0.000000,0.002425,0.010215,0.000000,0.003193,0.000000,0.015267,0.028306,0.008459
903.697997,0.012781,0.000606,0.052558,0.000000,0.030995,0.018594,0.041470,0.005591,0.010491,0.011837,0.000000,0.000000,0.000000,0.026241,0.030279,0.000000,0.041510,0.000000,0.057223,0.026110,0.000000,0.021314,0.000000,0.003170,0.000000,0.021724,0.000000,0.000000,0.000000,0.027878,0.028487,0.002634,0.047061,0.000000,0.024132,0.002015,0.018834,0.027893,0.001945,0.000000,0.005338,0.014414,0.000000,0.031280,0.000000,0.015669,0.014063,0.014158,0.012248,0.000000,0.000000,0.000000,0.013352,0.006921,0.000000,0.012061,0.000000,0.006395,0.006403,0.000000
908.628659,0.007179,0.000000,0.000000,0.000000,0.016848,0.033552,0.000000,0.006998,0.015929,0.031731,0.011759,0.035473,0.015093,0.006481,0.005358,0.000000,0.027282,0.005981,0.020598,0.006973,0.023650,0.002251,0.000000,0.000000,0.033242,0.017136,0.000000,0.019500,0.000000,0.051517,0.008252,0.011656,0.000000,0.028147,0.000000,0.034624,0.019520,0.000987,0.000000,0.032393,0.000000,0.049611,0.000000,0.002470,0.003065,0.018204,0.000000,0.017108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033775,0.010073
913.559322,0.000140,0.000000,0.025557,0.000000,0.012465,0.000000,0.000754,0.000000,0.035238,0.016410,0.028215,0.000000,0.009982,0.000000,0.000000,0.005054,0.019550,0.003544,0.011381,0.005884,0.007517,0.019470,0.041815,0.019928,0.004827,0.000000,0.004236,0.021048,0.035682,0.000000,0.000000,0.020478,0.000000,0.020750,0.005503,0.046182,0.016560,0.035236,0.011858,0.000000,0.007431,0.023078,0.000000,0.003427,0.000000,0.025274,0.003167,0.013460,0.000509,0.000000,0.000000,0.000000,0.023409,0.024386,0.047645,0.000000,0.000000,0.008901,0.001315,0.000868
918.489985,0.000000,0.019148,0.035277,0.006623,0.000000,0.000000,0.030475,0.000000,0.000000,0.008177,0.000000,0.008576,0.022521,0.000000,0.000000,0.016686,0.000000,0.011941,0.037627,0.012821,0.008446,0.038769,0.000000,0.000000,0.024550,0.010237,0.002339,0.000000,0.006759,0.000069,0.000000,0.000000,0.000000,0.031158,0.000000,0.031004,0.000000,0.008652,0.012080,0.022751,0.009794,0.022684,0.000481,0.000000,0.003582,0.003932,0.005592,0.021736,0.016310,0.009742,0.008755,0.000000,0.000000,0.000000,0.000000,0.023120,0.000000,0.007663,0.000000,0.000000
923.420647,0.020156,0.015157,0.012683,0.003706,0.000000,0.000000,0.013292,0.022685,0.007405,0.041185,0.031684,0.011656,0.014248,0.000000,0.000000,0.020876,0.019443,0.028660,0.000000,0.010509,0.031431,0.014683,0.000000,0.001085,0.008325,0.000000,0.013251,0.015340,0.027929,0.017868,0.004799,0.028682,0.019661,0.000000,0.000000,0.050969,0.019160,0.040598,0.000000,0.016395,0.000000,0.013433,0.000000,0.009506,0.012212,0.016869,0.022276,0.009063,0.001367,0.000000,0.019108,0.000000,0.020969,0.000000,0.000000,0.000000,0.000000,0.029036,0.028546,0.039282
928.351310,0.003845,0.004182,0.019340,0.000000,0.027205,0.001808,0.000000,0.021657,0.022603,0.000000,0.025821,0.005640,0.002493,0.002713,0.009849,0.009415,0.004902,0.016881,0.018607,0.008330,0.026382,0.025903,0.016519,0.031957,0.005131,0.002672,0.032817,0.010227,0.014227,0.015163,0.000000,0.035722,0.000000,0.000000,0.000222,0.021239,0.007150,0.000000,0.004615,0.059794,0.008012,0.000715,0.000000,0.049015,0.011081,0.022698,0.006328,0.000000,0.022072,0.000000,0.017534,0.022792,0.020499,0.000009,0.004909,0.016215,0.014389,0.035342,0.000000,0.002411
933.281972,0.007108,0.000000,0.029160,0.003117,0.039617,0.000000,0.005576,0.012146,0.000000,0.031893,0.000000,0.044920,0.000000,0.011579,0.032701,0.000000,0.021075,0.020355,0.030903,0.016430,0.000000,0.001279,0.031118,0.016541,0.008740,0.035545,0.007334,0.000000,0.000000,0.001954,0.015700,0.033594,0.004257,0.000000,0.043226,0.000000,0.026734,0.007929,0.021277,0.011767,0.000000,0.023178,0.030976,0.045134,0.000000,0.037165,0.002555,0.019194,0.000000,0.000000,0.000000,0.003362,0.038370,0.000000,0.012844,0.000000,0.011809,0.000000,0.000582,0.000000
938.212635,0.010907,0.018165,0.000000,0.000000,0.018890,0.000000,0.021719,0.000239,0.007740,0.009753,0.014667,0.025896,0.000000,0.024504,0.000000,0.011020,0.031227,0.000000,0.028156,0.002954,0.012075,0.007202,0.000000,0.027093,0.016015,0.000000,0.020085,0.025079,0.019287,0.011169,0.012765,0.025179,0.000000,0.006210,0.042365,0.011990,0.015882,0.026136,0.014047,0.037502,0.000000,0.035876,0.023696,0.014622,0.015561,0.009081,0.016713,0.000000,0.048045,0.047960,0.005245,0.000000,0.000000,0.000000,0.000000,0.052848,0.000000,0.000000,0.000000,0.000024
943.143297,0.032513,0.000000,0.015184,0.012279,0.029778,0.011372,0.028702,0.026119,0.043291,0.019967,0.014611,0.020052,0.030830,0.000000,0.000000,0.022768,0.001995,0.008406,0.021966,0.000000,0.000000,0.000000,0.011932,0.000000,0.027496,0.003386,0.001084,0.045009,0.032421,0.042525,0.047451,0.008533,0.000000,0.029086,0.038335,0.016311,0.026317,0.014462,0.008932,0.004721,0.006266,0.016804,0.022360,0.022576,0.028800,0.000000,0.033302,0.011529,0.006644,0.020308,0.000000,0.006963,0.014119,0.003780,0.021529,0.031900,0.000000,0.000181,0.008677,0.025905
948.073960,0.024627,0.000000,0.000000,0.044014,0.009810,0.017883,0.000000,0.000000,0.034221,0.017765,0.027679,0.000000,0.000000,0.000000,0.036493,0.007929,0.020613,0.030794,0.009170,0.023014,0.010744,0.013574,0.000000,0.010513,0.008526,0.026237,0.004111,0.019480,0.037514,0.031614,0.000000,0.022108,0.010170,0.024328,0.000000,0.028639,0.019478,0.006962,0.013394,0.000000,0.017452,0.000000,0.020664,0.034284,0.023805,0.000000,0.000000,0.029330,0.000000,0.000000,0.022651,0.000000,0.000000,0.013701,0.007517,0.039536,0.000000,0.034265,0.000000,0.004120
953.004622,0.020604,0.000000,0.000000,0.023061,0.011865,0.000000,0.022931,0.010210,0.021746,0.020937,0.029567,0.018235,0.009282,0.022228,0.000000,0.016029,0.034027,0.002110,0.000000,0.018815,0.019780,0.000000,0.005452,0.032200,0.000000,0.019869,0.019907,0.000000,0.045642,0.002923,0.029880,0.037157,0.012280,0.025621,0.020694,0.029301,0.006475,0.030402,0.000425,0.021636,0.025514,0.003608,0.022196,0.000000,0.019950,0.006555,0.015181,0.022687,0.000418,0.024416,0.008373,0.034362,0.032760,0.020211,0.000000,0.040730,0.000000,0.000000,0.000000,0.000000
957.935285,0.005341,0.037932,0.000702,0.007986,0.008455,0.003783,0.015507,0.013753,0.000000,0.019566,0.000000,0.005612,0.046956,0.031379,0.021133,0.011542,0.022962,0.011776,0.016077,0.013489,0.000000,0.024430,0.050466,0.000000,0.005869,0.024872,0.006123,0.000000,0.026521,0.000000,0.000947,0.000000,0.040525,0.000000,0.061798,0.001500,0.039649,0.038662,0.015293,0.040510,0.000000,0.053349,0.000000,0.007558,0.002761,0.000000,0.010610,0.033760,0.000000,0.061312,0.006237,0.028694,0.012002,0.002049,0.000000,0.000000,0.000000,0.000000,0.000000,0.033637
962.865948,0.000000,0.018344,0.012064,0.000000,0.040432,0.000000,0.033209,0.005709,0.014540,0.009027,0.000000,0.015695,0.013357,0.004008,0.000000,0.010532,0.016664,0.004859,0.010499,0.044022,0.048421,0.000000,0.030015,0.024397,0.005856,0.002240,0.044111,0.001078,0.022581,0.006978,0.009138,0.033463,0.027914,0.040014,0.030969,0.042134,0.003344,0.019866,0.022661,0.013061,0.000000,0.008807,0.064658,0.012183,0.003926,0.000000,0.014386,0.009526,0.000000,0.018889,0.004622,0.007336,0.004942,0.037798,0.005139,0.013579,0.000000,0.000000,0.000000,0.000000
967.796610,0.038433,0.038882,0.021196,0.000000,0.032594,0.030507,0.041754,0.027478,0.027951,0.016534,0.043349,0.022760,0.034810,0.022320,0.036865,0.025337,0.007173,0.050144,0.037924,0.000000,0.065340,0.024649,0.032596,0.037704,0.045752,0.036761,0.024944,0.014318,0.034099,0.040668,0.033059,0.038511,0.000000,0.041875,0.019788,0.019219,0.042687,0.048892,0.017474,0.048350,0.000000,0.023023,0.002465,0.000000,0.039694,0.022523,0.033282,0.010345,0.000000,0.023383,0.000000,0.016506,0.000000,0.000000,0.007407,0.000000,0.022285,0.001622,0.024237,0.025041
972.727273,0.043903,0.014933,0.032666,0.000000,0.027483,0.000000,0.015692,0.018402,0.021791,0.040199,0.031907,0.018013,0.025977,0.046499,0.043918,0.010890,0.019881,0.023893,0.028338,0.000000,0.058162,0.064323,0.059454,0.007925,0.031504,0.050263,0.047118,0.074351,0.028680,0.044695,0.040895,0.042460,0.013267,0.035173,0.062440,0.049074,0.037725,0.044677,0.046793,0.055247,0.006439,0.000000,0.000000,0.002989,0.011667,0.047848,0.005785,0.006981,0.015733,0.024980,0.016756,0.000000,0.004173,0.000000,0.017056,0.023793,0.012804,0.012101,0.034569,0.012333
977.657935,0.032304,0.049563,0.007878,0.047208,0.034221,0.026164,0.004151,0.025203,0.036789,0.039117,0.045154,0.048467,0.050631,0.036293,0.044782,0.062758,0.018190,0.028435,0.050489,0.060252,0.109982,0.124717,0.113040,0.121730,0.113313,0.087909,0.072775,0.111083,0.099544,0.094283,0.132185,0.112085,0.061364,0.034465,0.091753,0.089541,0.074361,0.076582,0.108072,0.078904,0.010012,0.011128,0.051863,0.006799,0.000000,0.036946,0.000000,0.007683,0.027948,0.050765,0.014801,0.003496,0.013424,0.000000,0.033250,0.009890,0.026155,0.036145,0.076190,0.001532
982.588598,0.059416,0.038478,0.088331,0.036679,0.064981,0.083974,0.052425,0.088692,0.113381,0.035687,0.057448,0.087195,0.055120,0.045357,0.079074,0.036292,0.075604,0.069756,0.027311,0.056873,0.230223,0.221823,0.227540,0.190457,0.182536,0.206027,0.187444,0.230420,0.193637,0.247094,0.210493,0.155551,0.160530,0.148946,0.199217,0.176348,0.175508,0.209904,0.217952,0.167590,0.021685,0.007096,0.008832,0.013013,0.029022,0.001723,0.014963,0.021605,0.000000,0.056946,0.011814,0.008341,0.014430,0.041759,0.007932,0.024840,0.017180,0.052772,0.019907,0.032886
987.519260,0.094231,0.081864,0.111976,0.086232,0.090727,0.086091,0.108661,0.103991,0.098278,0.075525,0.106705,0.126072,0.079867,0.041651,0.115881,0.123579,0.094324,0.114088,0.110989,0.052521,0.279647,0.303857,0.269132,0.326715,0.326463,0.315957,0.292558,0.299391,0.319069,0.305690,0.286628,0.285732,0.300432,0.302043,0.274462,0.296451,0.273923,0.295768,0.241377,0.281030,0.011105,0.038437,0.018297,0.016263,0.043581,0.036483,0.000000,0.036954,0.022734,0.024076,0.033174,0.004771,0.046770,0.033900,0.027675,0.008028,0.020790,0.021666,0.036530,0.028234
992.449923,0.173715,0.225271,0.212973,0.167678,0.144725,0.191889,0.171271,0.201977,0.213120,0.155363,0.128025,0.256205,0.203915,0.188311,0.275272,0.237231,0.162301,0.196850,0.175229,0.157349,0.166999,0.203286,0.128017,0.222124,0.246550,0.194390,0.171942,0.141406,0.186700,0.155312,0.203900,0.202214,0.209136,0.243235,0.148323,0.176297,0.154946,0.177390,0.123439,0.164880,0.035135,0.036987,0.000612,0.000000,0.000000,0.022099,0.052118,0.020332,0.009832,0.000000,0.013642,0.025225,0.018625,0.039274,0.029628,0.021037,0.032503,0.030122,0.000824,0.030906
997.380586,0.454899,0.550206,0.604564,0.528658,0.446975,0.545940,0.460399,0.504213,0.720571,0.442612,0.411384,0.763609,0.515823,0.480895,0.862220,0.844491,0.519323,0.544802,0.527007,0.466426,0.077670,0.092486,0.110231,0.056048,0.097072,0.120065,0.053876,0.068431,0.105990,0.083311,0.066470,0.082759,0.060137,0.103913,0.065366,0.084693,0.065419,0.103342,0.088427,0.086063,0.006210,0.037495,0.015980,0.031069,0.047074,0.008098,0.049358,0.051299,0.059293,0.020525,0.008721,0.000000,0.025220,0.000000,0.007066,0.004793,0.035081,0.034381,0.023142,0.018571
1002.311248,0.942410,0.890918,0.798592,0.895723,1.058282,0.902536,0.970594,1.060397,0.742680,1.085465,0.944358,0.794561,0.852986,1.016936,0.789540,0.767523,0.962814,1.048824,0.865237,1.047535,0.013638,0.049702,0.030806,0.055760,0.050788,0.052741,0.047323,0.023448,0.042882,0.072736,0.041074,0.074836,0.007644,0.052514,0.039870,0.064330,0.025753,0.034923,0.047610,0.054500,0.028574,0.048280,0.031558,0.016501,0.002586,0.044022,0.006100,0.034113,0.032887,0.000000,0.041045,0.029418,0.000000,0.032291,0.000000,0.012320,0.064909,0.028878,0.016679,0.017208
1007.241911,0.386111,0.302846,0.275925,0.285581,0.450017,0.310437,0.313351,0.395711,0.245721,0.447134,0.410384,0.273112,0.298138,0.363538,0.246343,0.237388,0.291810,0.375573,0.293947,0.425626,0.010549,0.000000,0.052245,0.021313,0.049712,0.060385,0.061602,0.013872,0.056598,0.037214,0.029172,0.002084,0.043351,0.060882,0.008734,0.022799,0.031189,0.018968,0.033965,0.018437,0.034538,0.024142,0.031632,0.036330,0.038313,0.039191,0.028803,0.000000,0.038231,0.001214,0.019411,0.005236,0.019261,0.000000,0.023129,0.010946,0.021497,0.037053,0.026534,0.000000
1012.172573,0.136649,0.142090,0.136314,0.133621,0.210616,0.144873,0.158302,0.187298,0.128806,0.176281,0.191226,0.121389,0.152323,0.131877,0.118959,0.120737,0.180398,0.161842,0.165573,0.207805,0.009082,0.008348,0.010784,0.020917,0.038808,0.028100,0.000000,0.018449,0.014517,0.036285,0.011564,0.000000,0.001903,0.050457,0.019729,0.001677,0.028497,0.022477,0.000000,0.000000,0.033526,0.067401,0.007200,0.042008,0.028145,0.042478,0.002215,0.044789,0.034484,0.049156,0.012022,0.028403,0.069464,0.047852,0.030162,0.023456,0.016574,0.002277,0.033510,0.020387
1017.103236,0.135550,0.118974,0.069477,0.094839,0.141016,0.078117,0.087759,0.157855,0.125271,0.134518,0.091741,0.085416,0.089458,0.101192,0.106106,0.080360,0.137120,0.117224,0.124528,0.137299,0.033228,0.029255,0.042708,0.000104,0.001828,0.000000,0.048092,0.000000,0.010750,0.020789,0.031316,0.022979,0.000000,0.024850,0.029572,0.000000,0.016599,0.023825,0.016016,0.030059,0.040811,0.037191,0.047601,0.032791,0.020850,0.041254,0.033751,0.029835,0.041794,0.032074,0.000000,0.052796,0.069697,0.029206,0.053107,0.040636,0.000000,0.047468,0.026216,0.025687
1022.033898,0.163851,0.103755,0.140877,0.161132,0.129612,0.115918,0.111395,0.124610,0.164336,0.140532,0.139183,0.121458,0.145419,0.110900,0.147603,0.122061,0.111069,0.147235,0.118313,0.121876,0.013730,0.021396,0.029257,0.036125,0.060529,0.019316,0.012340,0.040850,0.011239,0.044345,0.038854,0.027565,0.000000,0.025641,0.015820,0.014824,0.000000,0.035611,0.022365,0.004096,0.017528,0.064863,0.026082,0.073666,0.021535,0.054775,0.034526,0.047297,0.035779,0.035133,0.031059,0.067641,0.004982,0.031181,0.000000,0.057896,0.055521,0.057294,0.029943,0.054811
1026.964561,0.337307,0.183312,0.311157,0.287684,0.240395,0.228729,0.207885,0.240419,0.325543,0.277003,0.240400,0.196066,0.267722,0.227453,0.323271,0.244398,0.253010,0.324884,0.282778,0.230081,0.027353,0.023366,0.011270,0.000000,0.024238,0.038670,0.028073,0.011486,0.000000,0.000000,0.000000,0.000000,0.001301,0.034233,0.009305,0.000000,0.015963,0.014029,0.017925,0.023970,0.061942,0.095711,0.020566,0.020147,0.029750,0.040156,0.087216,0.042729,0.034885,0.060133,0.041188,0.018448,0.082768,0.049016,0.055942,0.029886,0.077461,0.022969,0.033960,0.090879
1031.895223,0.451174,0.378950,0.420869,0.347871,0.413304,0.410206,0.421101,0.417449,0.360334,0.355731,0.417664,0.417295,0.497558,0.373766,0.345423,0.484705,0.397936,0.388469,0.373766,0.390790,0.000835,0.030923,0.049779,0.014400,0.000000,0.039365,0.000000,0.000000,0.000000,0.000000,0.006331,0.033931,0.000000,0.000000,0.000000,0.011261,0.029615,0.004575,0.000000,0.000000,0.049082,0.061645,0.077682,0.061879,0.039597,0.052617,0.073606,0.061279,0.092398,0.078672,0.042953,0.067705,0.062582,0.057847,0.053665,0.071111,0.060341,0.045602,0.050480,0.059661
1036.825886,0.207394,0.195805,0.243214,0.131123,0.231338,0.181771,0.197821,0.154690,0.158627,0.124348,0.215800,0.202421,0.228266,0.241585,0.161067,0.205659,0.176220,0.171719,0.138295,0.215921,0.000000,0.014797,0.000000,0.016544,0.008210,0.000000,0.045843,0.024613,0.007328,0.003141,0.007309,0.000000,0.000000,0.017190,0.031003,0.000000,0.000000,0.000000,0.000000,0.018824,0.073988,0.098767,0.086443,0.083087,0.076752,0.066590,0.087984,0.131439,0.109544,0.068432,0.092356,0.099947,0.062528,0.111993,0.082949,0.058068,0.073582,0.086384,0.086780,0.124479
1041.756549,0.064995,0.087009,0.103892,0.049052,0.068206,0.071551,0.081664,0.073320,0.064439,0.061909,0.080014,0.077872,0.117941,0.091791,0.073121,0.124418,0.072180,0.094851,0.063092,0.086976,0.043242,0.027374,0.008102,0.004327,0.027207,0.052217,0.000000,0.000000,0.000000,0.048062,0.000000,0.027194,0.024161,0.002229,0.000000,0.001795,0.000000,0.008682,0.013066,0.007400,0.089651,0.124439,0.107556,0.138669,0.137336,0.125640,0.135445,0.152392,0.139368,0.143856,0.090169,0.102865,0.128563,0.140093,0.127766,0.126395,0.095588,0.119821,0.083251,0.108690
1046.687211,0.020561,0.070435,0.050759,0.052685,0.084913,0.018410,0.020304,0.057406,0.064376,0.028848,0.041188,0.050133,0.031838,0.069827,0.050078,0.046061,0.044242,0.051182,0.012594,0.033392,0.054181,0.000000,0.000000,0.000441,0.013892,0.000000,0.007441,0.024893,0.046526,0.038846,0.000000,0.000000,0.000000,0.000000,0.021772,0.002449,0.026964,0.005677,0.010332,0.005280,0.169079,0.191504,0.153005,0.168242,0.180170,0.175009,0.161907,0.198898,0.166265,0.159991,0.182489,0.176606,0.187892,0.157864,0.166369,0.146423,0.170621,0.177656,0.199492,0.189334
1051.617874,0.049924,0.035966,0.059123,0.076555,0.009402,0.049071,0.039869,0.050705,0.044020,0.048528,0.052651,0.006785,0.034022,0.012791,0.030228,0.043022,0.033969,0.012907,0.020017,0.009261,0.013209,0.055520,0.000000,0.000108,0.024897,0.000000,0.035803,0.007023,0.017197,0.000000,0.005807,0.000000,0.010377,0.016957,0.002508,0.025303,0.006691,0.032765,0.029510,0.009639,0.259394,0.318037,0.288465,0.291528,0.348768,0.296022,0.287488,0.334221,0.315018,0.303845,0.312286,0.232139,0.296251,0.327127,0.274063,0.220347,0.238706,0.301464,0.302131,0.304753
1056.548536,0.008532,0.036396,0.002158,0.004880,0.045984,0.031739,0.013739,0.019780,0.004723,0.008113,0.047011,0.022110,0.033130,0.027301,0.033790,0.044518,0.020285,0.015392,0.000000,0.058533,0.002820,0.005838,0.004643,0.022915,0.051709,0.002872,0.000000,0.038947,0.015404,0.002092,0.000000,0.039583,0.008410,0.026999,0.023413,0.000000,0.029309,0.000000,0.000000,0.016513,0.466519,0.554403,0.485874,0.505902,0.562968,0.494576,0.474992,0.616943,0.577399,0.516442,0.579961,0.438040,0.510372,0.518924,0.476800,0.412723,0.525505,0.500190,0.495382,0.474236
1061.479199,0.021547,0.000000,0.021306,0.035393,0.013077,0.028154,0.024302,0.045249,0.023771,0.030382,0.016622,0.025652,0.032608,0.037693,0.000000,0.032680,0.029299,0.004731,0.009333,0.020173,0.026601,0.000000,0.000000,0.012330,0.025606,0.036993,0.000000,0.000000,0.000000,0.019987,0.017203,0.005754,0.000000,0.039826,0.027552,0.000000,0.003087,0.000000,0.000000,0.000000,0.790580,0.820826,0.772796,0.782019,0.806514,0.760053,0.783686,0.867558,0.780986,0.786484,0.833059,0.781100,0.829210,0.882485,0.761994,0.718622,0.810477,0.789983,0.786902,0.790394
1066.409861,0.033639,0.029252,0.041715,0.019838,0.006823,0.000000,0.000000,0.044534,0.050754,0.013689,0.000000,0.000000,0.020974,0.014325,0.043739,0.026890,0.018244,0.000000,0.003829,0.000000,0.000000,0.037092,0.004908,0.002465,0.044777,0.018527,0.006252,0.000000,0.013132,0.011148,0.025867,0.000000,0.046434,0.020871,0.002702,0.009725,0.000000,0.000000,0.027683,0.031663,0.712975,0.672953,0.723944,0.596642,0.632542,0.640290,0.789501,0.673878,0.543541,0.648281,0.661551,0.778405,0.728203,0.685562,0.771851,0.738743,0.762447,0.629948,0.636817,0.593469
1071.340524,0.000000,0.049227,0.008606,0.000000,0.018537,0.000000,0.004649,0.011704,0.041088,0.000000,0.062429,0.026563,0.017927,0.000000,0.019527,0.013018,0.006602,0.021506,0.004420,0.005324,0.002034,0.021129,0.038847,0.000000,0.020723,0.027257,0.000000,0.000000,0.009395,0.025707,0.014642,0.010744,0.000000,0.026916,0.000000,0.022134,0.008188,0.008259,0.000000,0.027520,0.436440,0.357648,0.424634,0.332073,0.388606,0.369809,0.396647,0.397083,0.327233,0.396462,0.398971,0.484821,0.441651,0.392079,0.451417,0.464578,0.471975,0.354046,0.341868,0.351172
