Wavenumber,Calcite_01,Calcite_02,Calcite_03,Calcite_04,Calcite_05,Calcite_06,Calcite_07,Calcite_08,Calcite_09,Calcite_10,Calcite_11,Calcite_12,Calcite_13,Calcite_14,Calcite_15,Calcite_16,Calcite_17,Calcite_18,Calcite_19,Calcite_20,Quartz_01,Quartz_02,Quartz_03,Quartz_04,Quartz_05,Quartz_06,Quartz_07,Quartz_08,Quartz_09,Quartz_10,Quartz_11,Quartz_12,Quartz_13,Quartz_14,Quartz_15,Quartz_16,Quartz_17,Quartz_18,Quartz_19,Quartz_20,TiO2_Anatase_01,TiO2_Anatase_02,TiO2_Anatase_03,TiO2_Anatase_04,TiO2_Anatase_05,TiO2_Anatase_06,TiO2_Anatase_07,TiO2_Anatase_08,TiO2_Anatase_09,TiO2_Anatase_10,TiO2_Anatase_11,TiO2_Anatase_12,TiO2_Anatase_13,TiO2_Anatase_14,TiO2_Anatase_15,TiO2_Anatase_16,TiO2_Anatase_17,TiO2_Anatase_18,TiO2_Anatase_19,TiO2_Anatase_20
558.551618,0.000000,0.004304,0.000000,0.000000,0.012506,0.012835,0.000000,0.021738,0.019256,0.000000,0.000000,0.000000,0.025124,0.000000,0.000000,0.000000,0.034600,0.000987,0.000000,0.000000,0.000000,0.042648,0.023997,0.056755,0.000000,0.026990,0.030934,0.000000,0.000000,0.008471,0.024833,0.004927,0.032085,0.019277,0.017958,0.022740,0.007608,0.026765,0.016869,0.035879,0.028996,0.003827,0.000000,0.017412,0.034184,0.000000,0.015567,0.021283,0.015788,0.049034,0.045743,0.029164,0.024895,0.039328,0.037744,0.023548,0.034059,0.023571,0.000000,0.036101
563.482280,0.000000,0.000000,0.000000,0.007846,0.000000,0.005600,0.000000,0.014998,0.011354,0.034430,0.000032,0.003244,0.001871,0.000000,0.021977,0.005770,0.004768,0.009937,0.000000,0.007437,0.013050,0.018005,0.002234,0.000000,0.000000,0.034905,0.000000,0.041801,0.027575,0.013412,0.001914,0.014990,0.018389,0.038352,0.013863,0.016632,0.019472,0.007160,0.015088,0.000000,0.069912,0.017065,0.033307,0.016539,0.022969,0.017961,0.017124,0.004817,0.012902,0.000000,0.025394,0.022684,0.024092,0.011034,0.040470,0.059999,0.046762,0.001087,0.062515,0.037948
568.412943,0.004294,0.000000,0.019008,0.006322,0.031018,0.023042,0.011021,0.000000,0.018287,0.000000,0.000000,0.044662,0.017530,0.017000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035849,0.020210,0.012704,0.017809,0.000000,0.025042,0.000000,0.002656,0.003283,0.007298,0.034175,0.029453,0.037348,0.010778,0.032575,0.022389,0.007019,0.024670,0.044527,0.042131,0.000000,0.020315,0.020549,0.039546,0.020797,0.001654,0.000000,0.040561,0.043414,0.006232,0.018246,0.047269,0.028606,0.036403,0.041420,0.028025,0.002063,0.032548,0.014147,0.016927,0.033388
573.343606,0.041790,0.047127,0.000000,0.000000,0.012046,0.003099,0.009741,0.006793,0.000000,0.018489,0.000000,0.001166,0.011091,0.001198,0.022106,0.007508,0.018006,0.000000,0.000000,0.007695,0.030572,0.025348,0.007683,0.031847,0.001233,0.037565,0.024828,0.021853,0.037529,0.010003,0.000000,0.000000,0.012749,0.031568,0.004490,0.012953,0.000000,0.045973,0.007930,0.018544,0.044135,0.030593,0.055848,0.018324,0.018080,0.023269,0.037254,0.020610,0.032626,0.048007,0.018229,0.032219,0.001776,0.016966,0.040754,0.032016,0.058183,0.014823,0.019786,0.034123
578.274268,0.000000,0.004925,0.000000,0.000000,0.000000,0.021901,0.000000,0.000000,0.012805,0.009971,0.018666,0.029127,0.000000,0.005130,0.007898,0.000000,0.000000,0.000000,0.014063,0.000000,0.025533,0.025044,0.020023,0.022248,0.001447,0.026142,0.020230,0.000000,0.017629,0.012582,0.037959,0.012073,0.020376,0.048670,0.000884,0.027600,0.003840,0.031893,0.018279,0.022279,0.027312,0.020670,0.031858,0.013633,0.021493,0.076189,0.005573,0.080509,0.027652,0.024071,0.000000,0.035242,0.043320,0.041079,0.029394,0.020922,0.037219,0.031069,0.004170,0.032840
583.204931,0.000000,0.001990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028347,0.000000,0.000000,0.009897,0.024868,0.012681,0.000000,0.000000,0.021322,0.000000,0.010983,0.024513,0.031197,0.012269,0.011086,0.000000,0.000000,0.023252,0.017838,0.002810,0.000000,0.008064,0.038750,0.006089,0.032412,0.035641,0.000000,0.016336,0.028024,0.008132,0.015274,0.023161,0.030326,0.038865,0.031576,0.026487,0.052498,0.010840,0.039456,0.063235,0.017759,0.000000,0.049665,0.012990,0.032793,0.013904,0.012861,0.038707,0.060653,0.032011,0.059015
588.135593,0.005253,0.015986,0.005031,0.040053,0.000000,0.014642,0.043478,0.000000,0.000000,0.013304,0.034030,0.010734,0.027172,0.004035,0.000000,0.029459,0.000331,0.006661,0.026101,0.008736,0.031058,0.021185,0.005014,0.012571,0.000000,0.047285,0.016331,0.000000,0.000000,0.000000,0.000000,0.032255,0.000000,0.002983,0.008172,0.000000,0.015142,0.005802,0.000000,0.000000,0.046558,0.031564,0.029860,0.020429,0.038014,0.040479,0.024707,0.016999,0.000000,0.032955,0.030419,0.034791,0.000338,0.014391,0.038859,0.023052,0.000000,0.025662,0.046768,0.028943
593.066256,0.010505,0.019276,0.032399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026036,0.000000,0.000912,0.000000,0.000000,0.037677,0.027816,0.000000,0.000000,0.000000,0.025099,0.006253,0.009141,0.018669,0.020717,0.000000,0.037467,0.006210,0.000000,0.008150,0.030175,0.008025,0.000000,0.010678,0.000000,0.031121,0.024634,0.015371,0.045541,0.006833,0.029357,0.043546,0.050873,0.044981,0.030539,0.043617,0.079038,0.034675,0.035969,0.037764,0.049736,0.057620,0.026991,0.033344,0.045888,0.038950,0.013580,0.024180,0.063377,0.065635,0.028110
597.996918,0.000000,0.000000,0.000000,0.034677,0.012108,0.007401,0.000000,0.000000,0.024920,0.006732,0.009880,0.007444,0.000000,0.000000,0.000000,0.000000,0.015368,0.007558,0.051667,0.000000,0.021417,0.011835,0.024434,0.040342,0.000000,0.000000,0.001761,0.000000,0.019262,0.000000,0.000000,0.000000,0.018310,0.027024,0.000000,0.001764,0.038924,0.000000,0.014388,0.008104,0.040652,0.065915,0.069249,0.044992,0.064082,0.027381,0.038833,0.055585,0.048515,0.032062,0.035799,0.019324,0.029440,0.042831,0.058913,0.050992,0.057517,0.047783,0.034253,0.025339
602.927581,0.000000,0.003093,0.007311,0.017595,0.000000,0.005335,0.007578,0.000000,0.018136,0.024839,0.000000,0.000000,0.007685,0.002325,0.000000,0.000000,0.000676,0.000000,0.000000,0.000000,0.034743,0.000000,0.000000,0.000000,0.006079,0.012788,0.001768,0.000000,0.002333,0.000000,0.010077,0.018677,0.010718,0.000000,0.007925,0.005610,0.027958,0.000000,0.042776,0.000000,0.035617,0.072242,0.058864,0.047276,0.088404,0.063753,0.033273,0.070807,0.067410,0.054875,0.000000,0.043790,0.052912,0.044282,0.071875,0.061254,0.025610,0.059216,0.078566,0.052854
607.858243,0.014576,0.023520,0.000000,0.000410,0.000000,0.021053,0.000000,0.013207,0.000000,0.013705,0.005578,0.000000,0.000000,0.000000,0.019946,0.021995,0.000000,0.000000,0.016803,0.003950,0.000000,0.000000,0.009365,0.000000,0.004851,0.000000,0.024922,0.000000,0.060517,0.027035,0.000000,0.000000,0.024861,0.006257,0.005956,0.005160,0.000000,0.050313,0.033999,0.028548,0.074191,0.095872,0.046242,0.049634,0.047819,0.081138,0.066216,0.091688,0.077383,0.061847,0.088754,0.047810,0.092076,0.063131,0.088812,0.044889,0.055802,0.065945,0.069369,0.077334
612.788906,0.011423,0.012036,0.000000,0.000000,0.000000,0.000000,0.005218,0.018242,0.000000,0.046382,0.000000,0.006347,0.038049,0.008689,0.000000,0.003766,0.031227,0.008744,0.023032,0.000000,0.000000,0.027040,0.000000,0.000000,0.000000,0.004189,0.034752,0.003334,0.014449,0.000000,0.003445,0.009875,0.018020,0.005985,0.000000,0.000779,0.037382,0.004803,0.002892,0.007827,0.148076,0.089023,0.073911,0.096857,0.086387,0.081958,0.041514,0.076540,0.138076,0.102273,0.106423,0.101130,0.081348,0.099133,0.065690,0.089090,0.092427,0.042610,0.055530,0.112944
617.719569,0.000000,0.009586,0.000000,0.026132,0.030979,0.010399,0.035660,0.000000,0.003955,0.000000,0.003531,0.000000,0.003809,0.000000,0.001882,0.008826,0.005865,0.026321,0.006481,0.026228,0.000000,0.003135,0.000000,0.007400,0.000000,0.009771,0.042908,0.016978,0.000000,0.027159,0.013246,0.000000,0.029895,0.000042,0.024638,0.000000,0.000000,0.000000,0.000000,0.000000,0.115559,0.118289,0.138890,0.146982,0.118828,0.119984,0.090613,0.134289,0.119021,0.135921,0.095579,0.093251,0.143286,0.117241,0.116345,0.112795,0.125066,0.104509,0.129361,0.103371
622.650231,0.000977,0.035604,0.030132,0.038745,0.000000,0.000000,0.020335,0.000000,0.000000,0.029667,0.000231,0.000000,0.004662,0.000000,0.000000,0.016767,0.000000,0.000000,0.020424,0.000000,0.032218,0.040458,0.032084,0.008913,0.033351,0.017427,0.000000,0.000000,0.012192,0.007605,0.018600,0.019786,0.015023,0.035334,0.000000,0.006632,0.000000,0.000000,0.011852,0.000000,0.179722,0.147770,0.124390,0.149688,0.150677,0.200850,0.150927,0.166488,0.162035,0.177752,0.162905,0.151679,0.197708,0.152375,0.188632,0.109773,0.152030,0.164319,0.141908,0.167139
627.580894,0.003253,0.000000,0.046722,0.000000,0.000000,0.026822,0.015170,0.019069,0.034033,0.016821,0.000000,0.012277,0.000000,0.000000,0.001925,0.000000,0.000000,0.000000,0.005113,0.000000,0.029363,0.040333,0.025904,0.000000,0.003007,0.000000,0.005443,0.025970,0.031134,0.000000,0.005131,0.000000,0.009801,0.017684,0.015949,0.000142,0.028103,0.030935,0.002548,0.006693,0.238642,0.238673,0.207705,0.252293,0.237615,0.284780,0.222293,0.265523,0.295098,0.282100,0.253228,0.240619,0.274014,0.228134,0.222304,0.228673,0.219477,0.259294,0.233277,0.218235
632.511556,0.000000,0.009718,0.013192,0.002838,0.027809,0.000000,0.014769,0.000000,0.000000,0.011970,0.012686,0.000000,0.009710,0.000000,0.013685,0.020367,0.004918,0.000000,0.000000,0.000000,0.002095,0.000000,0.000000,0.014311,0.010317,0.006093,0.009680,0.000000,0.018650,0.000000,0.033162,0.010997,0.023189,0.008472,0.000000,0.000000,0.002399,0.033888,0.055551,0.000000,0.425856,0.398231,0.307815,0.336268,0.292793,0.389438,0.325670,0.353783,0.392298,0.411764,0.319220,0.370504,0.349983,0.337631,0.324115,0.329029,0.329856,0.348854,0.332926,0.343399
637.442219,0.007861,0.000000,0.000000,0.027526,0.012128,0.000000,0.006499,0.000000,0.000000,0.000000,0.030818,0.000000,0.000000,0.000000,0.022303,0.000000,0.026172,0.037969,0.014139,0.000000,0.012643,0.014687,0.000000,0.000000,0.000000,0.000000,0.007056,0.021326,0.005469,0.033374,0.000000,0.021335,0.028886,0.027918,0.024523,0.000000,0.000000,0.016631,0.027687,0.014625,0.429761,0.461694,0.427219,0.446094,0.454173,0.465528,0.432816,0.422227,0.482855,0.507982,0.403571,0.407372,0.452771,0.388813,0.409116,0.436102,0.380131,0.450330,0.409592,0.415016
642.372881,0.000000,0.035882,0.017973,0.015097,0.004993,0.000000,0.022195,0.018801,0.000606,0.017706,0.000000,0.000000,0.000000,0.016004,0.005778,0.033580,0.000000,0.000000,0.029250,0.021700,0.016918,0.060019,0.024009,0.003907,0.000000,0.013896,0.000000,0.033313,0.000007,0.000000,0.008728,0.000000,0.005722,0.005890,0.013024,0.013520,0.020363,0.000000,0.012455,0.012861,0.413528,0.394500,0.360778,0.418150,0.449041,0.414280,0.420546,0.375821,0.410360,0.423065,0.394277,0.409041,0.417901,0.364199,0.373772,0.439002,0.408260,0.404621,0.389598,0.452801
647.303544,0.021519,0.000000,0.000000,0.045605,0.000000,0.036378,0.002706,0.018050,0.005913,0.000000,0.020651,0.004957,0.005425,0.029984,0.015267,0.000000,0.000000,0.027995,0.000000,0.018616,0.027293,0.000000,0.000000,0.005542,0.011293,0.019373,0.047633,0.041488,0.000000,0.000000,0.004524,0.000000,0.000000,0.033999,0.033240,0.040901,0.017730,0.012250,0.004605,0.000000,0.274895,0.272543,0.266879,0.315012,0.316478,0.278766,0.306246,0.249875,0.330135,0.283954,0.299493,0.319531,0.308689,0.264427,0.264388,0.313656,0.285278,0.303814,0.306958,0.353025
652.234206,0.008070,0.000000,0.020901,0.000026,0.000000,0.000000,0.000000,0.024469,0.008742,0.000000,0.007058,0.000000,0.000000,0.003309,0.019838,0.000000,0.025310,0.002994,0.000000,0.025085,0.000000,0.017809,0.004642,0.006417,0.000000,0.009548,0.037045,0.000000,0.000000,0.025053,0.013511,0.000000,0.038401,0.049163,0.050040,0.000953,0.020106,0.000526,0.000000,0.018981,0.220134,0.165011,0.182927,0.205669,0.233943,0.176129,0.239069,0.175473,0.178415,0.200865,0.191553,0.175696,0.192672,0.149107,0.216936,0.220213,0.197325,0.193804,0.187042,0.198729
657.164869,0.006942,0.001601,0.012553,0.020911,0.000000,0.010568,0.008964,0.003791,0.020721,0.024599,0.005863,0.006288,0.031289,0.000000,0.001148,0.000000,0.010231,0.021489,0.000000,0.020040,0.001466,0.007984,0.000000,0.038480,0.011273,0.029675,0.009794,0.042783,0.005205,0.000000,0.010004,0.000000,0.006370,0.012882,0.001969,0.035879,0.000000,0.031847,0.014329,0.016502,0.144533,0.089714,0.135116,0.146598,0.196270,0.137248,0.140329,0.127644,0.163782,0.172359,0.139853,0.153106,0.155914,0.161286,0.119640,0.121655,0.111884,0.154642,0.120131,0.153257
662.095532,0.000000,0.024167,0.013438,0.000000,0.000000,0.000071,0.024609,0.000000,0.045521,0.000000,0.046598,0.001279,0.000000,0.043754,0.000956,0.022523,0.009856,0.007385,0.017588,0.000000,0.008088,0.009356,0.010819,0.042884,0.000000,0.024137,0.006473,0.000000,0.020685,0.022261,0.040114,0.044748,0.023663,0.013722,0.015966,0.005416,0.027612,0.043472,0.000000,0.000000,0.108631,0.082746,0.099530,0.098877,0.113592,0.091291,0.147449,0.053804,0.104918,0.120029,0.101591,0.061454,0.112938,0.090092,0.094581,0.126394,0.061957,0.085030,0.120015,0.093041
667.026194,0.005416,0.024593,0.020781,0.051461,0.004300,0.000000,0.015830,0.000973,0.003422,0.040230,0.000000,0.038352,0.008993,0.016744,0.050248,0.024094,0.050588,0.000000,0.018686,0.016934,0.020317,0.011041,0.036218,0.035286,0.023907,0.019499,0.016427,0.040723,0.008575,0.014483,0.017924,0.000000,0.010858,0.038410,0.000000,0.024499,0.003871,0.027487,0.013387,0.030123,0.074826,0.065715,0.044042,0.115285,0.121931,0.072434,0.043137,0.055539,0.076002,0.096670,0.079806,0.073453,0.076663,0.094667,0.050839,0.066805,0.067332,0.056956,0.071421,0.084104
671.956857,0.000000,0.040790,0.001403,0.002611,0.016426,0.007441,0.024192,0.022345,0.001675,0.011411,0.000000,0.000000,0.000000,0.023360,0.002825,0.018537,0.000000,0.005466,0.035473,0.000000,0.019794,0.019271,0.011419,0.048211,0.000000,0.036951,0.000000,0.018223,0.051423,0.013361,0.004950,0.000000,0.026340,0.000000,0.012793,0.015747,0.035538,0.030930,0.016113,0.023481,0.086193,0.008714,0.028756,0.043825,0.105470,0.033369,0.072211,0.041943,0.058550,0.030398,0.063773,0.041499,0.039901,0.050735,0.092184,0.079979,0.063343,0.055045,0.086645,0.070102
676.887519,0.000000,0.000000,0.007372,0.000000,0.022441,0.028584,0.000000,0.000933,0.000000,0.023630,0.000000,0.000000,0.000000,0.026410,0.042528,0.024357,0.021017,0.053863,0.028384,0.006789,0.019237,0.038968,0.024384,0.021107,0.038739,0.000000,0.021128,0.030356,0.036057,0.004364,0.069820,0.030254,0.052607,0.005815,0.027650,0.040731,0.002470,0.057245,0.057272,0.022678,0.071171,0.068282,0.012981,0.057699,0.058992,0.042764,0.021324,0.058731,0.026727,0.079062,0.029317,0.039501,0.056414,0.044373,0.025303,0.045761,0.050494,0.065192,0.021459,0.051969
681.818182,0.021839,0.036295,0.000000,0.020687,0.020216,0.018041,0.041245,0.006035,0.022492,0.024573,0.012563,0.015464,0.047921,0.046252,0.026551,0.026488,0.000000,0.017913,0.031802,0.012573,0.041013,0.022542,0.070464,0.063253,0.055506,0.031387,0.051869,0.017104,0.033829,0.020521,0.036136,0.036158,0.067745,0.019216,0.036991,0.042690,0.019166,0.071581,0.012262,0.042605,0.059211,0.024731,0.052791,0.052657,0.039394,0.029288,0.004928,0.036005,0.037969,0.044422,0.003761,0.045633,0.045469,0.035992,0.012566,0.046694,0.009637,0.037131,0.038152,0.053044
686.748844,0.000000,0.024275,0.017449,0.027281,0.025947,0.045752,0.069206,0.000000,0.039660,0.037094,0.020795,0.018947,0.000000,0.045703,0.058391,0.021820,0.024169,0.037487,0.000000,0.015752,0.014650,0.066690,0.079903,0.060199,0.028256,0.020127,0.090604,0.071067,0.065495,0.054808,0.050268,0.075350,0.034476,0.027462,0.069769,0.058880,0.023489,0.043058,0.082688,0.043113,0.000000,0.039189,0.021704,0.000889,0.050241,0.004168,0.011926,0.027855,0.033828,0.034906,0.023805,0.060875,0.006949,0.001677,0.047819,0.024931,0.014874,0.029451,0.034580,0.039683
691.679507,0.045388,0.029140,0.010848,0.075956,0.013506,0.034997,0.063491,0.013772,0.029960,0.034937,0.104162,0.030780,0.060034,0.052523,0.033410,0.000000,0.053725,0.033257,0.081583,0.044321,0.155809,0.088678,0.138505,0.111573,0.110287,0.091106,0.124065,0.106527,0.140385,0.067911,0.104382,0.123146,0.071346,0.092352,0.103168,0.088524,0.090812,0.117008,0.108431,0.085205,0.010975,0.050667,0.025473,0.000000,0.058655,0.053535,0.000000,0.010940,0.020417,0.026136,0.014075,0.014320,0.007279,0.007831,0.014836,0.023372,0.006176,0.037214,0.012986,0.040916
696.610169,0.015389,0.072428,0.054065,0.057169,0.010422,0.065225,0.056624,0.067907,0.074718,0.052071,0.063183,0.016321,0.027248,0.078064,0.076667,0.005545,0.088238,0.059211,0.062577,0.038815,0.159210,0.170332,0.169471,0.168269,0.141641,0.141882,0.175796,0.130282,0.137921,0.151082,0.134777,0.151547,0.084154,0.154809,0.162832,0.183320,0.178065,0.126626,0.177305,0.156031,0.025838,0.050947,0.018999,0.038648,0.060942,0.025109,0.012103,0.028974,0.000986,0.030819,0.000000,0.054684,0.046168,0.033816,0.025615,0.029413,0.028480,0.023377,0.051075,0.021734
701.540832,0.093212,0.089744,0.079739,0.107008,0.074669,0.105669,0.092972,0.095732,0.091336,0.093158,0.130518,0.096924,0.089137,0.097316,0.119620,0.038111,0.093475,0.112237,0.119177,0.120322,0.125967,0.154218,0.141221,0.113676,0.149738,0.159485,0.100422,0.104813,0.140841,0.142747,0.144079,0.111670,0.131361,0.149181,0.116990,0.100795,0.136016,0.097325,0.117337,0.129944,0.037116,0.015739,0.000000,0.000003,0.032606,0.024326,0.016993,0.013189,0.010932,0.000000,0.047182,0.053160,0.017680,0.015396,0.049851,0.017538,0.035722,0.033349,0.022758,0.035868
706.471495,0.130211,0.149492,0.177764,0.199468,0.135946,0.208422,0.201405,0.136948,0.192018,0.188155,0.202715,0.141556,0.198000,0.190352,0.194378,0.145255,0.223404,0.199557,0.178564,0.170370,0.052336,0.074409,0.038288,0.068785,0.067001,0.077982,0.013490,0.083095,0.127258,0.093970,0.107126,0.055012,0.100123,0.092107,0.080194,0.062114,0.065503,0.086396,0.083941,0.113677,0.000000,0.036674,0.000000,0.012789,0.008996,0.033358,0.000000,0.034210,0.014183,0.033984,0.007685,0.000000,0.033955,0.026350,0.000000,0.031627,0.026226,0.031168,0.000000,0.000000
711.402157,0.243610,0.229594,0.262602,0.268785,0.218165,0.301530,0.252561,0.236225,0.252510,0.285171,0.250103,0.220778,0.203492,0.248767,0.251465,0.220183,0.273630,0.292028,0.262336,0.257468,0.045878,0.054026,0.026471,0.044447,0.041866,0.037680,0.065348,0.059634,0.066577,0.053679,0.034290,0.036250,0.050262,0.071372,0.028668,0.075620,0.070183,0.022671,0.062764,0.055826,0.045815,0.033933,0.000000,0.000000,0.049110,0.041075,0.006200,0.010159,0.013537,0.000000,0.035428,0.020357,0.012696,0.023491,0.048030,0.000000,0.024763,0.016517,0.030102,0.031859
716.332820,0.201155,0.134814,0.169893,0.164115,0.179944,0.194222,0.209301,0.224288,0.178871,0.254745,0.204424,0.158677,0.175638,0.169192,0.153170,0.185787,0.171578,0.176502,0.204745,0.202332,0.061790,0.020952,0.000000,0.037986,0.027258,0.029401,0.032123,0.041865,0.017647,0.042638,0.028958,0.043926,0.027361,0.056062,0.029728,0.033918,0.033669,0.028105,0.078544,0.046773,0.021740,0.017195,0.047152,0.000000,0.000000,0.032969,0.021422,0.013002,0.000000,0.043175,0.003367,0.028506,0.000000,0.000000,0.006704,0.004331,0.043689,0.000000,0.000000,0.005848
721.263482,0.084805,0.079632,0.094131,0.111912,0.080927,0.107436,0.098719,0.145439,0.099447,0.140731,0.138108,0.112497,0.136275,0.092700,0.093386,0.111285,0.142113,0.094715,0.143661,0.122869,0.051301,0.009844,0.060892,0.020865,0.047700,0.019516,0.020767,0.014373,0.027949,0.030704,0.044129,0.031336,0.040342,0.049813,0.000000,0.023568,0.036081,0.047273,0.012683,0.056521,0.043282,0.020807,0.003215,0.009400,0.015677,0.001188,0.000465,0.023560,0.016717,0.016852,0.021521,0.043806,0.003423,0.000000,0.000000,0.000000,0.011074,0.018525,0.019788,0.011157
726.194145,0.085406,0.062311,0.045520,0.065969,0.038671,0.049855,0.079653,0.055192,0.035759,0.074218,0.064944,0.056672,0.067837,0.060013,0.051503,0.057024,0.057472,0.045644,0.095264,0.061441,0.017737,0.039898,0.020137,0.003189,0.000000,0.025942,0.046689,0.017532,0.017149,0.033930,0.054083,0.027891,0.005438,0.021088,0.019167,0.020029,0.023703,0.029856,0.020337,0.045491,0.000000,0.000000,0.018558,0.032514,0.019741,0.016458,0.027919,0.020111,0.033550,0.000000,0.021166,0.028817,0.000000,0.000000,0.016124,0.044169,0.009585,0.023343,0.024935,0.018916
731.124807,0.064488,0.043321,0.053010,0.032971,0.034802,0.025905,0.064053,0.044169,0.008619,0.019900,0.042518,0.058689,0.031313,0.035856,0.053724,0.020211,0.021476,0.013722,0.055356,0.075643,0.000000,0.000000,0.012245,0.000000,0.032378,0.000000,0.000000,0.032234,0.068061,0.023169,0.018367,0.000000,0.031525,0.021015,0.019606,0.019630,0.013033,0.000000,0.018359,0.054089,0.000000,0.017896,0.000000,0.047632,0.026548,0.000853,0.000000,0.000000,0.009285,0.000000,0.020849,0.007826,0.023131,0.000000,0.003879,0.043081,0.028438,0.030954,0.058244,0.019407
736.055470,0.024500,0.056477,0.057997,0.029685,0.026949,0.054170,0.000000,0.000000,0.032186,0.047145,0.035374,0.015600,0.027765,0.017224,0.028710,0.000000,0.034905,0.000000,0.067872,0.009489,0.015983,0.024549,0.000000,0.014415,0.018982,0.000000,0.000000,0.029231,0.005462,0.020638,0.016299,0.000000,0.042605,0.044382,0.008989,0.007630,0.015942,0.016993,0.008549,0.000752,0.000000,0.000540,0.055496,0.000325,0.006431,0.006725,0.043157,0.013945,0.037384,0.003976,0.010851,0.005860,0.000000,0.000000,0.000000,0.015154,0.000000,0.000000,0.006512,0.032217
740.986133,0.013356,0.018509,0.035430,0.022868,0.006236,0.000883,0.025184,0.000592,0.035771,0.042344,0.000000,0.000000,0.003994,0.000000,0.000000,0.000000,0.000000,0.031797,0.016901,0.030001,0.007520,0.026210,0.000000,0.000000,0.007959,0.000000,0.001718,0.033956,0.011885,0.000000,0.036365,0.000446,0.040191,0.025462,0.009429,0.019091,0.020701,0.014362,0.016519,0.043745,0.000000,0.007887,0.008956,0.036130,0.018979,0.017184,0.008245,0.008804,0.015790,0.035458,0.008777,0.026877,0.050529,0.013220,0.056041,0.020832,0.000000,0.000000,0.016119,0.004921
745.916795,0.010821,0.000000,0.009308,0.002100,0.022753,0.000086,0.002751,0.025576,0.050760,0.014793,0.000119,0.013830,0.018641,0.029684,0.014047,0.038721,0.045406,0.000000,0.029063,0.017503,0.027332,0.003215,0.000000,0.000000,0.012528,0.031555,0.041813,0.016196,0.010829,0.000000,0.000000,0.002983,0.030948,0.040951,0.000000,0.009828,0.033327,0.002493,0.018525,0.007490,0.000000,0.013202,0.000000,0.010080,0.031703,0.031103,0.000000,0.000000,0.002151,0.006992,0.012019,0.000000,0.000000,0.032539,0.003018,0.006357,0.010133,0.013458,0.004404,0.017813
750.847458,0.000000,0.002347,0.038977,0.037921,0.007014,0.011839,0.000000,0.030705,0.011590,0.033194,0.017576,0.000000,0.039860,0.022548,0.016351,0.030118,0.032051,0.038294,0.008170,0.010590,0.000000,0.032795,0.052970,0.011779,0.034261,0.000000,0.030968,0.001468,0.000000,0.015147,0.005319,0.000000,0.010161,0.010750,0.005405,0.007033,0.023978,0.055782,0.012515,0.011382,0.000000,0.027916,0.000000,0.005592,0.016080,0.000000,0.020644,0.000000,0.000000,0.008705,0.062371,0.017645,0.014876,0.036236,0.000000,0.008794,0.042587,0.008140,0.002387,0.000000
755.778120,0.028370,0.000000,0.000000,0.000000,0.000000,0.003874,0.000000,0.000000,0.006244,0.039548,0.019194,0.014022,0.004660,0.000000,0.000400,0.000000,0.004403,0.026521,0.038202,0.018433,0.011076,0.030473,0.011922,0.017833,0.033595,0.004119,0.000000,0.020455,0.000000,0.032342,0.004561,0.026394,0.014618,0.019331,0.007437,0.022172,0.030135,0.021708,0.000000,0.019586,0.033038,0.006152,0.011828,0.005442,0.000210,0.022673,0.011570,0.025497,0.000000,0.000000,0.036788,0.013309,0.000000,0.023388,0.009372,0.048731,0.000000,0.010365,0.025859,0.000000
760.708783,0.000000,0.000000,0.036024,0.034149,0.008340,0.045280,0.004623,0.000000,0.000000,0.016396,0.000000,0.000000,0.012385,0.017694,0.038538,0.004602,0.021798,0.004363,0.013616,0.000000,0.020882,0.000000,0.016087,0.001553,0.051478,0.000000,0.046272,0.025269,0.016464,0.000212,0.000000,0.034951,0.006512,0.011260,0.024069,0.026567,0.000000,0.023849,0.025702,0.019059,0.018978,0.005269,0.023872,0.004769,0.028339,0.015330,0.000000,0.014279,0.000000,0.033919,0.000000,0.000000,0.000000,0.000594,0.028821,0.018433,0.009508,0.000000,0.033406,0.040172
765.639445,0.005078,0.019939,0.000000,0.029320,0.040450,0.000000,0.026018,0.023541,0.025686,0.032508,0.001047,0.002005,0.030071,0.014832,0.021274,0.016995,0.019308,0.000000,0.029799,0.025969,0.011405,0.027959,0.000000,0.000000,0.013047,0.032800,0.021728,0.010546,0.033414,0.000000,0.000000,0.051477,0.059228,0.025433,0.031359,0.024003,0.000000,0.044925,0.000000,0.020060,0.000000,0.002192,0.000000,0.000000,0.017175,0.000000,0.042018,0.000000,0.005186,0.000399,0.008708,0.053211,0.009463,0.000000,0.025197,0.011800,0.000000,0.006364,0.027182,0.007859
770.570108,0.000000,0.000000,0.000000,0.009768,0.000000,0.014640,0.000000,0.001122,0.014084,0.018118,0.003763,0.000000,0.043084,0.008277,0.028305,0.037879,0.044432,0.008371,0.042658,0.023690,0.042965,0.031396,0.020770,0.030063,0.000000,0.012078,0.034477,0.033161,0.022758,0.014648,0.021192,0.014291,0.054577,0.039062,0.020082,0.038813,0.029608,0.035455,0.027076,0.030500,0.000000,0.058983,0.016989,0.006990,0.000000,0.060121,0.000000,0.024414,0.000000,0.000000,0.000000,0.014462,0.000000,0.040023,0.005146,0.004903,0.020111,0.005987,0.000000,0.023387
