Wavenumber,Silicon_01,Silicon_02,Silicon_03,Silicon_04,Silicon_05,Silicon_06,Silicon_07,Silicon_08,Silicon_09,Silicon_10,Silicon_11,Silicon_12,Silicon_13,Silicon_14,Silicon_15,Silicon_16,Silicon_17,Silicon_18,Silicon_19,Silicon_20,Diamond_01,Diamond_02,Diamond_03,Diamond_04,Diamond_05,Diamond_06,Diamond_07,Diamond_08,Diamond_09,Diamond_10,Diamond_11,Diamond_12,Diamond_13,Diamond_14,Diamond_15,Diamond_16,Diamond_17,Diamond_18,Diamond_19,Diamond_20,Graphene_01,Graphene_02,Graphene_03,Graphene_04,Graphene_05,Graphene_06,Graphene_07,Graphene_08,Graphene_09,Graphene_10,Graphene_11,Graphene_12,Graphene_13,Graphene_14,Graphene_15,Graphene_16,Graphene_17,Graphene_18,Graphene_19,Graphene_20
824.807396,0.000000,0.010442,0.053674,0.000000,0.010989,0.012541,0.000000,0.000000,0.018337,0.000000,0.003338,0.000000,0.009606,0.000000,0.009283,0.014443,0.006686,0.018521,0.021370,0.000000,0.004343,0.000731,0.000000,0.042243,0.000000,0.010425,0.002848,0.012933,0.000000,0.003759,0.000000,0.000000,0.007401,0.040933,0.007776,0.000000,0.000116,0.035327,0.014410,0.004656,0.003535,0.000000,0.000000,0.000000,0.000000,0.015892,0.000000,0.010649,0.042025,0.029849,0.000000,0.000000,0.009486,0.019596,0.028736,0.026107,0.000000,0.004825,0.009431,0.012988
829.738059,0.001377,0.019960,0.034397,0.021830,0.000000,0.009554,0.000000,0.000000,0.042121,0.013927,0.000000,0.000000,0.026809,0.015358,0.009154,0.000000,0.000391,0.026625,0.000000,0.027353,0.012036,0.022866,0.019827,0.028929,0.022458,0.000000,0.000000,0.000000,0.000000,0.007816,0.000000,0.000000,0.000000,0.031302,0.000000,0.018353,0.000000,0.000000,0.000000,0.006433,0.017250,0.011420,0.017007,0.017365,0.017901,0.021349,0.013682,0.015032,0.053240,0.001140,0.008504,0.007645,0.000000,0.020651,0.000000,0.033949,0.009998,0.044742,0.012467,0.010196
834.668721,0.000000,0.009326,0.000000,0.017928,0.017984,0.000000,0.008148,0.000000,0.000000,0.000000,0.015321,0.012339,0.000000,0.000000,0.003779,0.032840,0.009417,0.001799,0.020613,0.000000,0.007677,0.000000,0.017076,0.006465,0.000000,0.012257,0.001146,0.016100,0.000000,0.000000,0.024153,0.002074,0.016461,0.003974,0.000000,0.000000,0.024823,0.000000,0.006946,0.013835,0.004784,0.064037,0.028439,0.007505,0.001344,0.015678,0.018007,0.015850,0.004097,0.007335,0.003399,0.013481,0.000000,0.000000,0.000000,0.000000,0.009832,0.012861,0.012750,0.009230
839.599384,0.007485,0.030945,0.009103,0.000000,0.005119,0.000000,0.000000,0.000000,0.000000,0.000000,0.033133,0.000000,0.000000,0.003352,0.000000,0.012626,0.000000,0.000000,0.019992,0.000000,0.000000,0.012868,0.000000,0.000000,0.047682,0.012948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006993,0.020098,0.015414,0.025392,0.000752,0.000000,0.000000,0.000000,0.007837,0.000000,0.000000,0.015139,0.029108,0.000000,0.001187,0.008845,0.000000,0.000000,0.026041,0.009370,0.008692,0.000000,0.006293,0.019862,0.019626,0.010564,0.020909
844.530046,0.000630,0.016395,0.002234,0.000000,0.000000,0.032512,0.016247,0.016388,0.000000,0.018774,0.000000,0.000000,0.007042,0.023011,0.019378,0.000000,0.031456,0.035901,0.000000,0.000000,0.037786,0.015161,0.019053,0.006213,0.010936,0.000000,0.027562,0.000000,0.013528,0.004986,0.000000,0.000000,0.008777,0.003595,0.000000,0.001216,0.000000,0.025002,0.000000,0.027000,0.031005,0.001289,0.006623,0.016830,0.022448,0.010539,0.012929,0.000000,0.000000,0.035241,0.016646,0.019320,0.010035,0.000000,0.003748,0.000000,0.012782,0.006200,0.008299,0.000088
849.460709,0.002029,0.015854,0.007970,0.000000,0.009913,0.000000,0.000000,0.009370,0.009286,0.000000,0.022075,0.017872,0.000000,0.002088,0.000000,0.037018,0.014495,0.015356,0.007434,0.010595,0.008508,0.000000,0.011117,0.006570,0.016456,0.049874,0.000000,0.005956,0.029259,0.013119,0.014395,0.010858,0.000000,0.009702,0.000000,0.000000,0.000853,0.013158,0.000000,0.008048,0.049117,0.021094,0.016126,0.040514,0.000043,0.051841,0.034631,0.001393,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009116,0.028982,0.000525,0.012445,0.017834
854.391371,0.000000,0.016227,0.000000,0.009257,0.043119,0.000000,0.020508,0.000000,0.020292,0.031881,0.007853,0.000000,0.037144,0.000000,0.019349,0.008590,0.000000,0.000000,0.000000,0.000054,0.001150,0.018484,0.010116,0.011620,0.000000,0.008372,0.000000,0.015921,0.002286,0.000000,0.004122,0.000000,0.006971,0.000000,0.000000,0.013941,0.005878,0.008492,0.000000,0.002552,0.020116,0.023440,0.000000,0.007164,0.000000,0.000000,0.000000,0.000000,0.021164,0.007428,0.007078,0.024554,0.008494,0.022559,0.021210,0.031562,0.002105,0.000000,0.034817,0.035010
859.322034,0.000000,0.000000,0.000000,0.014122,0.000000,0.004510,0.027751,0.000000,0.000270,0.001106,0.005847,0.000000,0.002740,0.000000,0.005051,0.000000,0.029153,0.009124,0.005877,0.012365,0.000000,0.020319,0.014839,0.000000,0.025160,0.016523,0.001077,0.008958,0.000000,0.000965,0.000000,0.017932,0.010206,0.000000,0.000000,0.000000,0.017098,0.012825,0.000000,0.000000,0.008869,0.012697,0.027444,0.000000,0.000000,0.000000,0.000000,0.000000,0.015131,0.000000,0.036574,0.000000,0.006870,0.021958,0.017887,0.000550,0.023503,0.012452,0.000000,0.005541
864.252696,0.037330,0.005991,0.014658,0.005912,0.030338,0.000000,0.000000,0.000000,0.026236,0.010570,0.045515,0.000000,0.003401,0.000040,0.009738,0.007582,0.012084,0.000491,0.019175,0.028087,0.000000,0.026167,0.006101,0.034430,0.027022,0.012548,0.012160,0.000000,0.008809,0.012576,0.000000,0.010194,0.000000,0.009972,0.000000,0.000000,0.004841,0.000000,0.011843,0.007074,0.017570,0.000000,0.031519,0.008339,0.000000,0.000000,0.034913,0.000000,0.003691,0.000000,0.008484,0.000000,0.015850,0.000844,0.010678,0.036487,0.032882,0.011274,0.000000,0.021509
869.183359,0.000000,0.004340,0.010279,0.018606,0.034204,0.041547,0.008535,0.011095,0.005557,0.007461,0.000000,0.009378,0.000000,0.000000,0.000000,0.000000,0.031029,0.000000,0.000000,0.000132,0.004768,0.025083,0.006840,0.000000,0.000000,0.007765,0.004331,0.001720,0.027628,0.000000,0.002577,0.000000,0.006119,0.005302,0.000000,0.005701,0.000000,0.008883,0.000000,0.037545,0.039297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020096,0.041121,0.023480,0.007454,0.000000,0.000000,0.000000,0.000000,0.050553,0.000000,0.022621,0.000000,0.038423
874.114022,0.000000,0.012796,0.027892,0.000000,0.036427,0.000000,0.000000,0.000000,0.032306,0.013702,0.000000,0.000445,0.007956,0.006095,0.034512,0.009260,0.000000,0.001688,0.023478,0.008020,0.001553,0.000000,0.025702,0.019568,0.000000,0.022685,0.012144,0.000000,0.004329,0.008459,0.037040,0.000000,0.000000,0.030851,0.000000,0.000000,0.000000,0.007879,0.000000,0.000000,0.000825,0.000000,0.013852,0.000000,0.008158,0.005900,0.054747,0.000000,0.062147,0.009919,0.024865,0.000000,0.004520,0.000000,0.000000,0.000000,0.000000,0.003450,0.016535,0.021859
879.044684,0.013761,0.000000,0.007777,0.004972,0.000000,0.012912,0.000000,0.000000,0.011063,0.001142,0.000000,0.009528,0.000000,0.000000,0.000000,0.000000,0.034530,0.000000,0.020405,0.017407,0.000000,0.024535,0.000000,0.011333,0.000000,0.035297,0.000000,0.046944,0.023704,0.032979,0.020629,0.000000,0.022632,0.035603,0.027084,0.000000,0.005872,0.000000,0.000000,0.000000,0.022550,0.021953,0.000000,0.002094,0.000000,0.000000,0.019272,0.022891,0.004395,0.027469,0.000000,0.016502,0.036043,0.000000,0.000000,0.017160,0.002646,0.033550,0.001693,0.003990
883.975347,0.033064,0.038581,0.048663,0.000000,0.045849,0.019273,0.000000,0.000000,0.000000,0.000000,0.000985,0.003639,0.000000,0.000000,0.000000,0.000000,0.004654,0.008698,0.021109,0.000091,0.003806,0.019129,0.000000,0.000000,0.000000,0.009443,0.021796,0.001156,0.006220,0.000000,0.000000,0.000000,0.007052,0.000000,0.023256,0.000000,0.000000,0.024173,0.000000,0.010260,0.012547,0.000000,0.007367,0.017486,0.007664,0.000000,0.000000,0.000587,0.000000,0.006766,0.016656,0.004281,0.000000,0.000000,0.026517,0.027407,0.027638,0.028414,0.009627,0.000000
888.906009,0.000000,0.011100,0.000000,0.014496,0.011724,0.000000,0.000000,0.000000,0.000000,0.003956,0.002527,0.039528,0.002474,0.000000,0.016352,0.031073,0.000000,0.003110,0.000000,0.000000,0.000000,0.026096,0.000000,0.008807,0.030978,0.000000,0.000000,0.003272,0.000000,0.025821,0.000000,0.000000,0.001461,0.000000,0.017679,0.018333,0.000000,0.000000,0.014460,0.002980,0.000000,0.006686,0.018168,0.000000,0.000000,0.018737,0.019709,0.000000,0.019288,0.027283,0.031963,0.022521,0.000000,0.000000,0.015980,0.000000,0.010230,0.000000,0.021902,0.000000
893.836672,0.004068,0.000000,0.011117,0.003509,0.005118,0.000000,0.021955,0.008839,0.000000,0.025141,0.074596,0.000000,0.000000,0.000000,0.000000,0.029367,0.017787,0.025509,0.000000,0.007625,0.004886,0.000000,0.025525,0.008032,0.045112,0.020575,0.015996,0.013424,0.000000,0.000000,0.001233,0.000000,0.054551,0.017943,0.000266,0.036065,0.023158,0.000000,0.005635,0.001643,0.003132,0.000000,0.006967,0.009176,0.018456,0.000000,0.001905,0.002987,0.024132,0.000000,0.021664,0.021514,0.000000,0.010551,0.000010,0.000000,0.022884,0.000000,0.015913,0.020239
898.767334,0.000000,0.000000,0.000000,0.000000,0.005597,0.014341,0.000000,0.017474,0.000000,0.026683,0.012866,0.000000,0.026968,0.000000,0.000000,0.000000,0.000000,0.002972,0.017255,0.010267,0.000000,0.024933,0.001083,0.004394,0.000000,0.000000,0.007191,0.018995,0.002923,0.013554,0.013192,0.048945,0.015369,0.024911,0.005706,0.022820,0.008476,0.022723,0.000000,0.000000,0.019862,0.001092,0.012995,0.008522,0.000000,0.007691,0.006192,0.031373,0.000000,0.000000,0.000000,0.000000,0.018333,0.024172,0.018859,0.014272,0.004763,0.002617,0.018145,0.009583
903.697997,0.000000,0.004319,0.000000,0.021663,0.020628,0.035922,0.022298,0.000000,0.010010,0.029243,0.038740,0.009196,0.000000,0.011606,0.000000,0.000000,0.000000,0.011894,0.000000,0.015273,0.000000,0.015689,0.041490,0.022089,0.025104,0.013711,0.021377,0.014941,0.048275,0.000155,0.000000,0.000000,0.000000,0.006887,0.000000,0.000000,0.017465,0.021584,0.024194,0.010013,0.016125,0.050900,0.001891,0.002932,0.006395,0.021995,0.019445,0.000000,0.007198,0.000000,0.026507,0.000000,0.000000,0.033120,0.013090,0.000000,0.000000,0.012883,0.024098,0.013793
908.628659,0.021184,0.007822,0.030472,0.013204,0.010777,0.000000,0.039726,0.000000,0.020886,0.012918,0.029919,0.007245,0.002353,0.025030,0.000000,0.023286,0.000000,0.000000,0.000000,0.016219,0.000000,0.000000,0.000000,0.000000,0.001538,0.007588,0.001987,0.000000,0.018033,0.000000,0.016953,0.000000,0.016100,0.005773,0.000000,0.000000,0.000000,0.011522,0.019616,0.013911,0.007718,0.026193,0.031645,0.004009,0.017206,0.027492,0.000000,0.010341,0.028420,0.028829,0.003384,0.027080,0.000000,0.001984,0.000000,0.014647,0.000000,0.020015,0.019072,0.074440
913.559322,0.007579,0.000000,0.000000,0.000000,0.006730,0.000000,0.014172,0.015695,0.040439,0.002761,0.000000,0.010002,0.000000,0.000000,0.008886,0.004937,0.000000,0.000000,0.000000,0.000000,0.019757,0.031561,0.000000,0.053024,0.030973,0.016787,0.000000,0.000000,0.003392,0.000000,0.000000,0.015969,0.005642,0.000000,0.008286,0.000000,0.016069,0.014461,0.000000,0.000000,0.000000,0.019044,0.027052,0.005475,0.000000,0.010856,0.000000,0.000000,0.015795,0.025566,0.025665,0.016271,0.000000,0.015745,0.029704,0.000061,0.000000,0.017736,0.001717,0.024611
918.489985,0.009332,0.011202,0.016184,0.001477,0.033076,0.024206,0.013263,0.000000,0.004297,0.000000,0.015390,0.000000,0.000000,0.000000,0.017128,0.009858,0.014736,0.000000,0.000000,0.009226,0.013295,0.000000,0.000000,0.027950,0.000000,0.000000,0.000000,0.005780,0.012878,0.044947,0.015221,0.024165,0.024600,0.044107,0.021313,0.001794,0.001438,0.017417,0.000000,0.005427,0.014573,0.000000,0.000000,0.006314,0.010844,0.000000,0.007368,0.000000,0.000000,0.000000,0.000000,0.022108,0.000000,0.000000,0.022588,0.005023,0.000000,0.005590,0.002208,0.004597
923.420647,0.000000,0.000000,0.005556,0.000000,0.000000,0.034166,0.003212,0.000000,0.001055,0.018002,0.036647,0.027244,0.033113,0.036054,0.000150,0.017633,0.000000,0.023103,0.000000,0.023435,0.006250,0.000000,0.012008,0.000000,0.000000,0.003274,0.000000,0.000000,0.011543,0.000000,0.030303,0.029634,0.000000,0.000000,0.007243,0.020410,0.000000,0.016514,0.000842,0.016195,0.013304,0.000000,0.020452,0.008864,0.000000,0.000000,0.000000,0.000000,0.025061,0.000000,0.000000,0.025993,0.009610,0.013483,0.000000,0.002909,0.000000,0.040757,0.007741,0.041115
928.351310,0.016322,0.019583,0.000000,0.019963,0.000000,0.000746,0.000000,0.010684,0.000000,0.021588,0.010015,0.006861,0.000000,0.007489,0.009087,0.000000,0.000000,0.008377,0.000000,0.000000,0.000000,0.016435,0.031299,0.000000,0.028322,0.000000,0.026789,0.000000,0.000000,0.000000,0.000000,0.000000,0.035472,0.014571,0.001343,0.000591,0.000000,0.000000,0.000000,0.000000,0.019990,0.030096,0.058274,0.020323,0.000000,0.032356,0.000000,0.000000,0.000000,0.005261,0.039648,0.000000,0.038278,0.047321,0.000000,0.015887,0.024462,0.000000,0.000000,0.040279
933.281972,0.000000,0.000000,0.000474,0.045568,0.024419,0.000000,0.013116,0.004857,0.023148,0.000000,0.010689,0.006711,0.029447,0.011954,0.012971,0.020797,0.030176,0.000000,0.000000,0.007761,0.000000,0.000000,0.003856,0.030344,0.000000,0.001506,0.000000,0.009056,0.005972,0.028188,0.009156,0.020414,0.000000,0.010805,0.017560,0.001551,0.000000,0.025651,0.009635,0.000000,0.042562,0.011560,0.002223,0.002781,0.000000,0.035140,0.009717,0.000000,0.037116,0.000000,0.007963,0.000000,0.016646,0.016034,0.017914,0.030348,0.015216,0.002866,0.002614,0.015221
938.212635,0.005655,0.009069,0.000000,0.000000,0.022866,0.032985,0.010420,0.021424,0.012410,0.021042,0.015970,0.000000,0.000000,0.011914,0.000000,0.000000,0.004628,0.009113,0.013570,0.000000,0.018773,0.015929,0.000000,0.012571,0.027938,0.021630,0.004327,0.013490,0.003359,0.008497,0.014142,0.000000,0.000000,0.000000,0.007640,0.000000,0.000000,0.047034,0.000000,0.004280,0.011203,0.022581,0.035788,0.000000,0.005835,0.000000,0.005777,0.002698,0.008854,0.030859,0.008190,0.007598,0.014892,0.031196,0.032602,0.016543,0.012456,0.000000,0.000000,0.023267
943.143297,0.000000,0.027436,0.000000,0.002111,0.029950,0.003315,0.016694,0.015692,0.000000,0.029745,0.000000,0.015878,0.005365,0.027104,0.000000,0.033370,0.000000,0.000000,0.000000,0.004233,0.026548,0.005388,0.022428,0.009609,0.000000,0.007651,0.024647,0.032494,0.021198,0.006260,0.017620,0.002647,0.000000,0.019683,0.022228,0.007459,0.003164,0.017673,0.022974,0.040783,0.030289,0.017341,0.059255,0.020230,0.000000,0.022598,0.007813,0.018225,0.000000,0.039068,0.000000,0.000000,0.013216,0.018854,0.026666,0.022579,0.013903,0.013556,0.000000,0.020111
948.073960,0.000000,0.056161,0.020418,0.000000,0.000000,0.027157,0.049782,0.000000,0.017856,0.008273,0.000000,0.006472,0.043780,0.019128,0.039872,0.000000,0.000000,0.000000,0.025436,0.032578,0.000000,0.014684,0.035319,0.000000,0.027085,0.000553,0.000000,0.006608,0.035846,0.000000,0.011592,0.021422,0.000000,0.030105,0.000000,0.000000,0.000000,0.006016,0.000000,0.009116,0.019414,0.014330,0.007251,0.000000,0.000000,0.020594,0.005459,0.009909,0.000000,0.011974,0.002421,0.000000,0.000000,0.019701,0.000000,0.000000,0.000000,0.017612,0.000000,0.011710
953.004622,0.032403,0.000000,0.018633,0.007088,0.029839,0.006181,0.016661,0.000000,0.015596,0.025624,0.013125,0.031385,0.000000,0.013186,0.000000,0.000000,0.002895,0.009938,0.000000,0.004352,0.000000,0.024061,0.000000,0.000000,0.017143,0.032310,0.008671,0.000000,0.031760,0.000000,0.008757,0.018968,0.034692,0.004231,0.000000,0.000000,0.037418,0.032077,0.000000,0.042831,0.060491,0.000000,0.025681,0.049252,0.017754,0.001132,0.000000,0.000000,0.023806,0.012948,0.038517,0.000000,0.000000,0.024941,0.000000,0.043202,0.034417,0.011707,0.000000,0.000000
957.935285,0.000000,0.001620,0.000000,0.012377,0.019108,0.000240,0.011242,0.000289,0.000000,0.012170,0.016891,0.000432,0.000000,0.014796,0.027105,0.000000,0.023777,0.027350,0.050785,0.000000,0.007096,0.009289,0.017916,0.000000,0.000000,0.011482,0.008284,0.019921,0.002423,0.000000,0.014904,0.000000,0.003970,0.007577,0.010801,0.008565,0.009800,0.022279,0.005489,0.008773,0.019974,0.028575,0.000000,0.007511,0.000000,0.025951,0.000000,0.034054,0.042684,0.003225,0.021163,0.001905,0.000000,0.000000,0.025686,0.034720,0.019517,0.019685,0.033207,0.036465
962.865948,0.013705,0.000000,0.000000,0.023947,0.042216,0.000000,0.031713,0.000000,0.018919,0.000000,0.000000,0.000000,0.027009,0.000000,0.006664,0.019716,0.000000,0.000657,0.000000,0.007475,0.011278,0.025118,0.012854,0.053936,0.000000,0.000000,0.000000,0.026147,0.018044,0.000000,0.011943,0.000000,0.000000,0.016448,0.018049,0.004304,0.005538,0.000000,0.000000,0.000000,0.058642,0.044087,0.036313,0.046798,0.020481,0.000000,0.000000,0.000000,0.016128,0.000000,0.011574,0.000000,0.021378,0.000000,0.000000,0.043890,0.016604,0.011293,0.000000,0.032128
967.796610,0.007893,0.024209,0.012085,0.000000,0.000000,0.033600,0.000000,0.000000,0.008029,0.000000,0.001472,0.010085,0.006910,0.000000,0.031392,0.020072,0.000000,0.000000,0.015646,0.005133,0.005484,0.024808,0.000000,0.036896,0.003702,0.000000,0.007467,0.000000,0.000000,0.009716,0.011673,0.000000,0.000000,0.022030,0.000000,0.015462,0.000000,0.009334,0.000000,0.000000,0.000000,0.013886,0.023234,0.016588,0.044752,0.017981,0.011552,0.003632,0.004160,0.000000,0.000000,0.012005,0.000000,0.029517,0.008520,0.014586,0.000000,0.034191,0.017204,0.000000
972.727273,0.000606,0.000000,0.005240,0.029072,0.014534,0.032936,0.000000,0.018974,0.000000,0.000000,0.005086,0.000000,0.000000,0.000000,0.000000,0.012849,0.021194,0.000000,0.021708,0.021391,0.016820,0.000000,0.000000,0.000000,0.027669,0.018634,0.021317,0.020479,0.000000,0.017973,0.037616,0.000000,0.005157,0.020058,0.006271,0.029703,0.000000,0.000752,0.000000,0.028001,0.000000,0.009542,0.026803,0.017625,0.003746,0.018363,0.023177,0.000000,0.051920,0.000000,0.027116,0.014848,0.036156,0.000000,0.000000,0.002154,0.023678,0.001693,0.020250,0.021342
977.657935,0.000000,0.001482,0.025587,0.000000,0.005667,0.000000,0.000000,0.000000,0.000000,0.016276,0.004614,0.015221,0.003320,0.002744,0.014613,0.016306,0.005212,0.037949,0.004963,0.000000,0.000000,0.025075,0.012876,0.041846,0.006710,0.019128,0.021365,0.012983,0.009675,0.000000,0.028087,0.000000,0.017783,0.000000,0.015119,0.000000,0.000000,0.029753,0.034334,0.000000,0.020057,0.016686,0.015251,0.028139,0.000000,0.005049,0.008941,0.015232,0.000000,0.005444,0.020124,0.026658,0.000000,0.027205,0.013990,0.024255,0.026294,0.002553,0.028399,0.002875
982.588598,0.019980,0.009723,0.054911,0.005775,0.000000,0.000000,0.000000,0.019412,0.037139,0.000000,0.019719,0.000000,0.000000,0.001413,0.011355,0.014941,0.003654,0.000000,0.018683,0.000000,0.032105,0.020999,0.008215,0.000000,0.000000,0.015310,0.000000,0.000000,0.019247,0.000000,0.026386,0.011588,0.000000,0.000000,0.000000,0.000000,0.007628,0.000000,0.000000,0.000000,0.009005,0.008308,0.029409,0.019935,0.003167,0.000000,0.000000,0.011902,0.028834,0.029154,0.033586,0.010064,0.000000,0.000000,0.000000,0.000000,0.004455,0.021587,0.003509,0.000000
987.519260,0.003251,0.000000,0.022326,0.021644,0.000000,0.039217,0.016181,0.006605,0.033344,0.000000,0.009288,0.005778,0.006079,0.006633,0.001544,0.004822,0.042799,0.027038,0.003111,0.000000,0.000000,0.012614,0.003267,0.021024,0.066734,0.016041,0.052955,0.012817,0.007312,0.011024,0.000000,0.000000,0.004230,0.000000,0.046566,0.031989,0.000000,0.034022,0.012854,0.000000,0.035208,0.000000,0.032244,0.010300,0.020827,0.035440,0.000000,0.002935,0.000000,0.000000,0.004676,0.008611,0.000000,0.000000,0.000000,0.014492,0.000000,0.018340,0.015336,0.024881
992.449923,0.006005,0.000000,0.006566,0.013630,0.031125,0.000657,0.000000,0.000000,0.038593,0.000000,0.010387,0.004119,0.030312,0.001573,0.011045,0.000000,0.000000,0.001383,0.000000,0.000000,0.006581,0.029858,0.000000,0.021194,0.000000,0.000000,0.009636,0.016806,0.023264,0.018961,0.001950,0.017340,0.053045,0.000000,0.016194,0.011150,0.030569,0.000000,0.000000,0.008140,0.026384,0.006653,0.025003,0.006686,0.048231,0.000000,0.020742,0.014631,0.000000,0.015226,0.022514,0.013316,0.000000,0.000000,0.000000,0.011623,0.022627,0.019743,0.007893,0.014380
997.380586,0.009177,0.001861,0.004132,0.000000,0.002455,0.000000,0.035046,0.011199,0.000000,0.006166,0.000000,0.007547,0.000000,0.000000,0.000000,0.000000,0.007866,0.019038,0.011458,0.021783,0.014558,0.039314,0.013005,0.000000,0.002925,0.009747,0.000000,0.020523,0.023325,0.000000,0.028898,0.004998,0.000000,0.000000,0.000000,0.000000,0.029600,0.016887,0.000000,0.003739,0.026824,0.013063,0.007264,0.000000,0.000000,0.000000,0.015198,0.008707,0.000000,0.043254,0.001986,0.007669,0.000000,0.022322,0.039325,0.011932,0.000000,0.012405,0.015145,0.014478
1002.311248,0.030001,0.000000,0.000000,0.000000,0.000000,0.007425,0.031114,0.010092,0.000000,0.008145,0.000000,0.000000,0.006425,0.000000,0.004207,0.000000,0.000000,0.003833,0.026122,0.000000,0.025625,0.023743,0.000000,0.000657,0.016805,0.000000,0.000000,0.030606,0.022113,0.024131,0.000000,0.001150,0.002900,0.002062,0.000000,0.000000,0.000000,0.003699,0.000000,0.000000,0.000000,0.032477,0.009429,0.000000,0.000000,0.000000,0.020394,0.000000,0.025253,0.042210,0.000000,0.011453,0.001886,0.011038,0.039098,0.000000,0.000508,0.000000,0.017035,0.019371
1007.241911,0.021119,0.000000,0.000000,0.000000,0.026641,0.005432,0.017626,0.023343,0.022114,0.024462,0.013278,0.000000,0.025222,0.016132,0.000000,0.005368,0.000000,0.000000,0.000000,0.000000,0.021194,0.000000,0.009521,0.000000,0.000000,0.000000,0.000000,0.009746,0.005903,0.020062,0.028369,0.037798,0.000000,0.000000,0.000000,0.002800,0.023188,0.018573,0.029630,0.000000,0.011750,0.000000,0.013195,0.027930,0.010686,0.004315,0.021653,0.021092,0.014959,0.026726,0.000000,0.000000,0.000933,0.000000,0.036417,0.030374,0.000000,0.017944,0.026925,0.025587
1012.172573,0.015803,0.003153,0.000000,0.000000,0.028870,0.005669,0.000000,0.000000,0.000000,0.021295,0.000000,0.007262,0.039080,0.011681,0.019094,0.002017,0.015116,0.000000,0.000000,0.000000,0.020701,0.018379,0.000000,0.009601,0.006930,0.000000,0.017682,0.009929,0.000000,0.003683,0.000000,0.027442,0.017806,0.000000,0.062878,0.021553,0.021267,0.032702,0.024815,0.033541,0.027721,0.007974,0.008727,0.000000,0.004101,0.005087,0.000000,0.000000,0.006795,0.025625,0.026205,0.007283,0.013278,0.000000,0.000000,0.000000,0.001414,0.000000,0.010596,0.027136
1017.103236,0.000000,0.013312,0.000264,0.021451,0.028891,0.000000,0.014908,0.000000,0.000000,0.009938,0.012423,0.000000,0.000000,0.000000,0.004096,0.003696,0.025099,0.043851,0.000000,0.000000,0.027699,0.008385,0.011653,0.032298,0.000000,0.000000,0.000000,0.053647,0.040914,0.000000,0.047773,0.000000,0.000000,0.020705,0.000000,0.000000,0.021768,0.023148,0.037356,0.004570,0.002378,0.014121,0.000000,0.043321,0.002719,0.000000,0.011647,0.000000,0.018299,0.000000,0.006691,0.000000,0.008427,0.000000,0.000000,0.017411,0.000000,0.025691,0.001679,0.002037
1022.033898,0.000000,0.007355,0.000000,0.000000,0.000000,0.001917,0.018420,0.000000,0.000000,0.011347,0.000000,0.011083,0.009341,0.010081,0.000000,0.010543,0.000000,0.003492,0.011242,0.015757,0.003282,0.006059,0.021593,0.026666,0.000000,0.005467,0.001333,0.000000,0.000320,0.013647,0.032422,0.031307,0.033721,0.011326,0.014884,0.002717,0.013595,0.000000,0.027492,0.003049,0.013005,0.022318,0.000000,0.029757,0.001750,0.028595,0.012994,0.017264,0.000000,0.000177,0.011539,0.024366,0.029575,0.014548,0.011381,0.012587,0.012756,0.019117,0.000000,0.017634
1026.964561,0.026147,0.000000,0.020843,0.009212,0.010202,0.000000,0.000000,0.035556,0.039290,0.008992,0.000000,0.003699,0.000000,0.008241,0.000000,0.001937,0.019759,0.016060,0.010847,0.012175,0.018776,0.016849,0.012409,0.016435,0.015490,0.007530,0.000000,0.005293,0.021949,0.015850,0.001336,0.020517,0.022414,0.019725,0.000000,0.000000,0.031096,0.007281,0.026919,0.000000,0.034817,0.049004,0.011190,0.008068,0.000000,0.011015,0.000000,0.000000,0.038735,0.013589,0.000000,0.008694,0.000000,0.011843,0.000000,0.000000,0.029218,0.014394,0.000000,0.028571
1031.895223,0.026498,0.002462,0.000312,0.011794,0.029856,0.013585,0.010137,0.018645,0.025093,0.009090,0.019280,0.000000,0.000000,0.002466,0.004044,0.000000,0.018805,0.000000,0.025588,0.018026,0.032376,0.005196,0.020083,0.028966,0.000000,0.000000,0.001103,0.003909,0.017617,0.034686,0.002917,0.030436,0.015297,0.002733,0.000000,0.029226,0.000000,0.014467,0.000000,0.008127,0.012346,0.025723,0.000000,0.044043,0.011264,0.019348,0.000000,0.004905,0.012794,0.008899,0.043983,0.013803,0.000000,0.000000,0.000000,0.028251,0.005418,0.005239,0.011885,0.000000
1036.825886,0.006616,0.025238,0.003978,0.010866,0.000000,0.000000,0.016588,0.000000,0.014248,0.034933,0.000000,0.007485,0.000000,0.000000,0.000000,0.000000,0.002016,0.003581,0.015592,0.012204,0.000000,0.039460,0.000000,0.000000,0.000000,0.030792,0.003445,0.024217,0.002811,0.000000,0.000000,0.015189,0.000000,0.000000,0.014181,0.011087,0.000000,0.046111,0.000000,0.000000,0.017531,0.026189,0.006677,0.046678,0.000000,0.000000,0.005789,0.051454,0.020905,0.023078,0.002999,0.000000,0.000000,0.014978,0.013913,0.016192,0.000000,0.030466,0.022969,0.020396
